Code station,Nom station,,,Code ZAS,,,,,,,,,,Latitude,Longitude
FR38008,Ecole JOINVILLE,,,ATMO REUNION,,,,,,,,,,"-20,884575","55,453906"
FR38009,Ecole La Marine,,,ATMO REUNION,,,,,,,,,,"-20,910585","55,618977"
FR38011,Station Luther King,,,ATMO REUNION,,,,,,,,,,"-21,334406","55,45906"
FR38014,Ligne Paradis,,,ATMO REUNION,,,,,,,,,,"-21,312895","55,474194"
FR38016,Station Bourg-Murat,,,ATMO REUNION,,,,,,,,,,"-21,204815","55,58262"
FR38017,Grand Coude,,,ATMO REUNION,,,,,,,,,,"-21,29433","55,62793"
FR38018,Centre Penitencier,,,ATMO REUNION,,,,,,,,,,"-20,9498","55,313828"
FR38020,Plateau Caillou,,,ATMO REUNION,,,,,,,,,,"-21,009739","55,272675"
FR38021,Grand Fond,,,ATMO REUNION,,,,,,,,,,"-21,032139","55,232563"
FR38023,BD BANKS,,,ATMO REUNION,,,,,,,,,,"-21,331703","55,478949"
FR38024,RDT SAINT-LEU,,,ATMO REUNION,,,,,,,,,,"-21,213212","55,302844"
FR38091,Terrain de Sel,,,ATMO REUNION,,,,,,,,,,"-20,928686","55,332581"
FR38098,Sarda Garriga,,,ATMO REUNION,,,,,,,,,,"-21,277075","55,403065"
FR39003,Etang Zabricot,,,MADININAIR,,,,,,,,,,"14,6035","-61,0412"
FR39008,Ville de Schoelcher,,,MADININAIR,,,,,,,,,,"14,616389","-61,1008"
FR39009,Lamentin,,,MADININAIR,,,,,,,,,,"14,6107","-61,0026"
FR39010,Concorde,,,MADININAIR,,,,,,,,,,"14,6138","-61,0635"
FR39011,Reneville,,,MADININAIR,,,,,,,,,,"14,6142","-61,0531"
FR39014,Sainte_Luce,,,MADININAIR,,,,,,,,,,"14,468865","-60,927382"
FR39015,Hôtel de ville,,,MADININAIR,,,,,,,,,,"14,607315","-61,069802"
FR39016,Robert Bourg,,,MADININAIR,,,,,,,,,,"14,678064","-60,939065"
FR39017,Bellevue,,,MADININAIR,,,,,,,,,,"14,601709","-61,084694"
FR39109,Office du tourisme,,,MADININAIR,,,,,,,,,,"14,670771","-61,163428"
FR40006,Brady,,,ATMO GUYANE,,,,,,,,,,"5,164248","-52,64649"
FR40007,Kalou,,,ATMO GUYANE,,,,,,,,,,"4,84816","-52,3238"
FR40008,Caiena3,,,ATMO GUYANE,,,,,,,,,,"4,9378467","-52,32093"
FR40010,Matiti,,,ATMO GUYANE,,,,,,,,,,"5,034602","-52,563795"
FR41001,AJACCIO CANETTO,,,QUALITAIR CORSE,,,,,,,,,,"41,924686","8,735692"
FR41002,BASTIA GIRAUD,,,QUALITAIR CORSE,,,,,,,,,,"42,697918","9,446419"
FR41003,AJACCIO PIATANICCIA,,,QUALITAIR CORSE,,,,,,,,,,"41,964443","8,820278"
FR41004,BASTIA LA MARANA,,,QUALITAIR CORSE,,,,,,,,,,"42,535824","9,475978"
FR41007,AJACCIO SPOSATA,,,QUALITAIR CORSE,,,,,,,,,,"41,94923","8,757586"
FR41017,BASTIA MONTESORO,,,QUALITAIR CORSE,,,,,,,,,,"42,671337","9,434644"
FR41024,VENACO,,,QUALITAIR CORSE,,,,,,,,,,"42,2361","9,190019"
FR41059,AJACCIO ABBATUCCI,,,QUALITAIR CORSE,,,,,,,,,,"41,92575","8,738278"
FR41060,BASTIA FANGO,,,QUALITAIR CORSE,,,,,,,,,,"42,702783","9,446389"
FR42008,La Bresse Centre,,,ATMO GRAND EST,,,,,,,,,,"48,007455","6,87752"
FR42010,Strasbourg Neudorf Ecoquartier Danube,,,ATMO GRAND EST,,,,,,,,,,"48,572808","7,767833"
FR50060,Montauban,,,ATMO OCCITANIE,,,,,,,,,,"44,01285657","1,37530522"
FR82001,Besancon Mégevand,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,235973","6,023611"
FR82005,Montfaucon,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,23461","6,076472"
FR82006,Besancon Prevoyance,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,2474","6,015419"
FR82010,Montbéliard centre,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,510307","6,794"
FR82012,Dambenois Citoyen,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,538193","6,868361"
FR82020,Belfort Octroi,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,640667","6,859278"
FR82030,Montandon Baresans,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,29464","6,825861"
FR82040,Dole centre,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,09672","5,496389"
FR82041,Tavaux,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,04261","5,400897"
FR82042,Damparis,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,06564","5,415028"
FR82043,Chatenois,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,14725","5,556117"
FR82050,Lons-le-Saunier CV,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"46,671307","5,556806"
FR82060,Vesoul Pres Caillet,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,62","6,157611"
FR82070,Baume-les-Dames,,,ATMO BOURGOGNE-FRANCHE-COMTE,,,,,,,,,,"47,351288","6,359722"
